,53facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Colour My World,Chicago,,,,,,,,,,,,
,Colour Of Love,"Ocean, Billy",,,,,,,,,,,,
,"Colour Of My Love, The","Dion, Celine",,,,,,,,,,,,
,Colours,Halsey,,,,,,,,,,,,
,Colours Of The Wind,"Musical/Little Mermaid,",,,,,,,,,,,,
,,The,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Combine Harvester,"Wurtzels, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come & Find Me,Nashville Cast,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come & Find Me,Nashville Cast,,,,,,,,,,,,
,,,,,,,,,,,,,,
,(instrumental),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come & Get It,Badfinger,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Gomez, Selena & The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Scene,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Newman, John",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come & Get Your Love,"Real McCoy, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Redbone,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come & Stay With Me,"Faithfull, Marianne",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come & Talk To Me,Jodeci,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come A Little Bit Closer,Jay & The Americans,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come A Little Closer,"Bentley, Dierks",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"McCann, Lila",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Alive,Greatest Showman Hugh,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Jackman Keala Settle,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Daniel,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Musical/The Greatest,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Showman,,,,,,,,,,,,
,"Minaj, NickiCome Along","Martinez, Vicci & Cee Lo",,,,,,,,,,,,
,"Carter, CarleneCome Around","Richey, Kim",,,,,,,,,,,,
,"Carpenter, Mary ChapinCome As You Are","Knight, Beverly",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Nirvana,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Away With Me,"Jones, Norah",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Baby Come,K7,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back,"Sakamoto, Kyu",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back & Stay,"Young, Paul",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back Darling,UB40,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back My Love,Darts,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back Song,"Rucker, Darius",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back To Bed,"Mayer, John",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back To Me,"Cook, David",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Jackson, Janet",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back To What You,Embrace,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Know,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Back When It Ain't,"Yearwood, Trisha",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Rainin',,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Clean,"Duff, Hilary",,,,,,,,,,,,
,54facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Come On Up To The,"Nelson, Willie & Sheryl",,,,,,,,,,,,
,House,Crow & Lukas Nelson,,,,,,,,,,,,
,"Come On, Get It","Tunstall, K.T.",,,,,,,,,,,,
,Come On-A My House,"Clooney, Rosemary",,,,,,,,,,,,
,Come Out & Play,Offspring,,,,,,,,,,,,
,Come Outside,"Comin' After Your LoveDuets/Sarne, Mike &",,,,,,,,,,,,
,,Wendy Richards,,,,,,,,,,,,
,Come Over,Aaliyah & Tank,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Chesney, Kenny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Clean Bandit & Stylo G,,,,,,,,,,,,
,,"Lopez, Jennifer",,,,,,,,,,,,
,Come Rain Or Come,"Garland, Judy",,,,,,,,,,,,
,Shine,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Lee, Peggy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Standards/Traditional,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Sail Away,"Carmen, Eric",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Styx,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Saturday Morning,"Sandpipers, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come See About Me,"Supremes, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come September,"Imbruglia, Natalie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Share My Love,"Howard, Miki",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Softly To Me,"Fleetwoods, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Some Rainy Day,Wynonna,,,,,,,,,,,,
,Come To Bed,"Duets/Wilson, Gretchen &",,,,,,,,,,,,
,,John Rich,,,,,,,,,,,,
,Come To Jesus,"Smith, Mindy",,,,,,,,,,,,
,(Inst)Come To Me,MichaelsDiddy & Nicole,,,,,,,,,,,,
,,Scherzinger,,,,,,,,,,,,
,,"Raitt, Bonnie",,,,,,,,,,,,
,Come To My Window,"Etheridge, Melissa",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come To Poppa,"Seger, Bob",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Together,"Beatles, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Christian/Third Day,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Tomorrow,"Mann, Manfred",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come Undone,Duran Duran,,,,,,,,,,,,
,,"Williams, Robbie",,,,,,,,,,,,
,Come Wake Me Up,Rascal Flatts,,,,,,,,,,,,
,Come What May,"Duets/Kidman, Nicole &",,,,,,,,,,,,
,,Ewan McGregor,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Musical/Moulin Rouge,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come With Me,Musical/Spamalot,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Come With Me Now,Kongos,,,,,,,,,,,,
,Come With Me Tonight,"Schneider, Bob",,,,,,,,,,,,
,Comeback,"Eyre, Ella",,,,,,,,,,,,
,,,,,,,,,,,,,,
,55facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Company's Comin',"Wagoner, Porter",,,,,,,,,,,,
,Compass,"Bailey, Sam",,,,,,,,,,,,
,,Lady Antebellum,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Complete,Jaimeson,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Completely,"Jackson, JanetBolton, Michael",,,,,,,,,,,,
,,"Matrix & Futurebound & Day, Jennifer",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Completement fou,Yelle,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Complicated,"Johnson, Carolyn Dawn",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Lavigne, Avril",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Complicated Song, A","Yankovic, ""Weird Al""",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Concede,Sister Hazel,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Concrete,"Odell, Tom",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Concrete & Clay,Unit Four Plus Two,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Concrete Angel,"McBride, Martina",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Concrete Schoolyard,Jurassic 5,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Conditions of my Parole,Puscifer,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confesion,Florida Georgia Line,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confessin',"Ifield, Frank",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confessions Of A,"Lohan, Lindsay",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Broken Heart,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confessions Part ll,Usher,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confide In Me,"Minogue, Kylie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confidence Man,"Healey, Jeff, Band",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confident,"Lovato, Demi",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confused,"Campbell, Tevin",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confusion,Electric Light Orchestra,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Confusion Girl,Frankmusik,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Conga,"Estefan, Gloria",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Congratulations,"Richard, Cliff",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Congratulations Songs,C.O.C.,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Connected At The Heart,Ricochet,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Connection,Elastica,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,OneRepublic,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Connection,OneRepublic,,,,,,,,,,,,
,,,,,,,,,,,,,,
,(Instrumental),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Connection, The",Phish,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Conquest,"White Stripes, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Conquistador,Procol Harum,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Consider Me,"Panettiere, Hayden",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Consider Me Gone,"McEntire, Reba",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Consider Yourself,Musical/Oliver,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Consideration,Rihanna & SZA,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Constant Craving,"Lang, k.d.",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Consume Me,Christian/DC Talk,,,,,,,,,,,,
,,,,,,,,,,,,,,
,56facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Cornflake Girl,"Amos, Tori",,,,,,,,,,,,
,"Corrina, Corrina","Peterson, Ray",,,,,,,,,,,,
,,"Turner, Joe",,,,,,,,,,,,
,"Corrosion, The",Sisters Of Mercy,,,,,,,,,,,,
,Cosmic Girl,Jamiroquai,,,,,,,,,,,,
,Cosmic Love,Florence & The Machine,,,,,,,,,,,,
,Cost Of Livin',"Dunn, Ronnie",,,,,,,,,,,,
,Cotton Eye Joe,"Rednex, The",,,,,,,,,,,,
,Cotton Fields,Creedence Clearwater,,,,,,,,,,,,
,,Revival,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Highwaymen, The",,,,,,,,,,,,
,,Standards/Traditional,,,,,,,,,,,,
,Cough Syrup,Young The Giant,,,,,,,,,,,,
,Could Have Told You So,"James, Halo",,,,,,,,,,,,
,Country Boy Can Could I Have This Dance,"Murray, Anne",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could I Have This Kiss,"Duets/Houston, Whitney &",,,,,,,,,,,,
,Country Boy Can Forever,Enrique Iglesias,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could It Be,"Worsham, Charlie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could It Be Any Harder,"Calling, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could It Be I'm Falling In,"Spinners, The",,,,,,,,,,,,
,Country BumpkinLove,,,,,,,,,,,,,
,Country By The Grace Of Could It Be Magic,"Manilow, Barry",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Take That,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could This Be Love,"Lopez, Jennifer",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could You Be Loved,"Marley, Bob",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Couldn't Get It Right,Climax Blues Band,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Couldn't Have Said It,Meat Loaf,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Better,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Couldn't Last A Moment,"Raye, Collin",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Couldn't Stand The,"Vaughan, Stevie Ray",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Weather,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could've Been,Tiffany,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Could've Been Me,"Cyrus, Billy Ray",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Count Me In,"Carter, Deana",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Count On Me,"Duets/Houston, Whitney &",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,CeCe Winans,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Mars, Bruno",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Count On My Love,"Phair, Liz",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Count Your Blessings,"Crosby, Bing",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Countdown,2 Chainz & Chris Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Beyonce,,,,,,,,,,,,
,,"Bryan, LukeBuckingham, Lindsey",,,,,,,,,,,,
,Counting Blue Cars,Dishwalla,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Counting Down The,"Imbruglia, Natalie",,,,,,,,,,,,
,Days,,,,,,,,,,,,,
,57facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Country Music Love,Bomshel,,,,,,,,,,,,
,Song,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Country Must Be,"Gilbert, Brantley",,,,,,,,,,,,
,Country Wide,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Country My Ass,"Watson, Dale",,,,,,,,,,,,
,Country On The Radio,"Shelton, Blake",,,,,,,,,,,,
,Country Road,"Taylor, James",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Country Roads,Hermes House Band,,,,,,,,,,,,
,Country Rock Star,Marcel,,,,,,,,,,,,
,Country Song,"SecretlyBugg, Jake",,,,,,,,,,,,
,Country Star,"Cowboy's Back In TownGreen, Pat",,,,,,,,,,,,
,Country State Of Mind,"Cowboys Don't CryWilliams, Hank Jr.",,,,,,,,,,,,
,Country Sunshine,"West, Dottie",,,,,,,,,,,,
,Country Thang,"Ford, Colt & Dallas",,,,,,,,,,,,
,,Davidson,,,,,,,,,,,,
,,"Montgomery, John Michael",,,,,,,,,,,,
,Country 'Til I Die,"Anderson, John",,,,,,,,,,,,
,,,,,,,,,,,,,,
,County Line,Sugarland,,,,,,,,,,,,
,Couple Of Good Years,"Cowgirls Don't CryShelton, Ricky Van",,,,,,,,,,,,
,"Left, A",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Courage,Orianthi & Lacey,,,,,,,,,,,,
,Court Of King,"Harris, Rolf",,,,,,,,,,,,
,Caractacus,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Courtesy Of The Red,","Keith, Toby",,,,,,,,,,,,
,,,,,,,,,,,,,,
,White & Blue,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cousins,Vampire Weekend,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cover Girl,"Gracin, Joshua",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,New Kids On The Block,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cover Me,"Springsteen, Bruce",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cover Of The Rolling,Dr. Hook,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Stone, The",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cover You In Kisses,"Montgomery, John Michael",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cow Patti,"Stafford, Jim",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Coward Of The County,"Rogers, Kenny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cowboy,Kid Rock,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cowboy Boogie,"Travis, Randy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cowboy Boots,Macklemore & Ryan Lewis,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cowboy Cadillac,"Brooks, Garth",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Confederate Railroad,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cowboy Casanova,"Underwood, Carrie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cowboy Hat,"Pardi, Jon",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Cowboy In Me, The","McGraw, Tim",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cowboy Love,"Montgomery, John Michael",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Cowboy Rides Away,","Strait, George",,,,,,,,,,,,
,,,,,,,,,,,,,,
,The,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,58facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Crawl,Kings Of Leon,,,,,,,,,,,,
,Crawling,Linkin Park,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crawling In The Dark,Hoobastank,,,,,,,,,,,,
,"Yoakam, DwightCrawling Up A Hill","Melua, Katie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazier,"Swift, Taylor",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy,Aerosmith,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Cline, Patsy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Davis, Alana",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Gnarls Barkley,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,K-Ci & JoJo,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Morissette, Alanis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Rimes, LeAnn",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Rogers, Kenny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Seal,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Simple Plan,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Wilson, Gretchen",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy (Baby),"Patterson, Rahsaan",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy (You Drive Me),"Cheese, Richard",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Spears, Britney",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy About Her,"Stewart, Rod",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Arms,"Price, Ray",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Beat,Blur,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Bitch,Buckcherry,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy 'Bout You Baby,"Cyrus, Billy Ray",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Chick,"Church, Charlotte",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Days,"Gregory, Adam",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Downtown,"Sherman, Allan",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Dreams,"Underwood, Carrie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Ex-Girlfriend,"Lambert, Miranda",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy For This Girl,Evan & Jaron,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy For You,Let Loose,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Madonna,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Nsync,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Girl,"Young, Eli, Band",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy He Calls Me,"Fitzgerald, Ella",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Holiday, Billie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Horses,"Osmonds, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy In Love,Beyonce & Jay-Z,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Sponberg, Nicol",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Twitty, Conway",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy In Love (2014,Beyonce,,,,,,,,,,,,
,,,,,,,,,,,,,,
,remix),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crazy Kids (Clean),Ke$ha & Will.I.Am,,,,,,,,,,,,
,Crazy Kids (explicit),Ke$ha & Will.I.Am,,,,,,,,,,,,
,59facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Criticize,"O'Neal, Alexander",,,,,,,,,,,,
,Crocodile,Children's Songs,,,,,,,,,,,,
,Crocodile Rock,"John, Elton",,,,,,,,,,,,
,Crocodile Shoes,"Pope, CassadeeNail, Jimmy",,,,,,,,,,,,
,Crooked Smile,"Cole, J.",,,,,,,,,,,,
,Sigma & Take ThatCrooked Teeth,Death Cab For Cutie,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cross My Broken Heart,"Bogguss, Suzy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cross My Heart,"Parton, Dolly",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Cross My Heart, Hope To","Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Die,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cross-Eyed Mary,Jethro Tull,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crossfire,"Flowers, Brandon",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crossroads,Blazin Squad,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Bone Thugs 'n' Harmony,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Clapton, Eric",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crosstown Traffic,"Hendrix, Jimi",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Crow & The Butterfly,",Shinedown,,,,,,,,,,,,
,,,,,,,,,,,,,,
,The,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crowded,"Ortega, Jeannie &",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Papoose,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Crowing, The",Coheed & Cambria,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cruel,"Broussard, Marc",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Snakehips & Zayn,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cruel Summer,Ace Of Base,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Bananarama,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cruel To Be Kind,"Lowe, Nick",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cruise,Florida Georgia Line,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cruise (Remix feat Nelly),Florida Georgia Line,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cruisin',"Duets/Paltrow, Gwyneth &",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Huey Lewis,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Robinson, Smokey",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crumblin' Down,"Mellencamp, John Cougar",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crunchy Granola Suite,"Diamond, Neil",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Crunge, The",Led Zeppelin,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crush,"Archuleta, David",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Frankie J,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"McCann, Lila",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Moore, Mandy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Paige, Jennifer",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Santana,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crush Crush Crush,Paramore,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crush On You,"Jets, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cry,"Clarkson, Kelly",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Gayle, Crystal",,,,,,,,,,,,
,,"Hill, Faith",,,,,,,,,,,,
,60facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Cryin' For Me (Wayman's,"Keith, Toby",,,,,,,,,,,,
,Song),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Cryin' Game, The","Evans, Sara",,,,,,,,,,,,
,Cryin' Like A Bitch,Godsmack,,,,,,,,,,,,
,CupsCryin' Time,"Kendrick, AnnaCharles, Ray",,,,,,,,,,,,
,,"Jepsen, Carly RaeMorgan, Lorrie",,,,,,,,,,,,
,"Cryin', Lovin', Leavin'","Brown, Marty",,,,,,,,,,,,
,Crying,"McLean, Don",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Orbison, Roy",,,,,,,,,,,,
,Crying At The,Custard PieAlcazar,,,,,,,,,,,,
,Discoteque,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crying For No Reason,Katy B,,,,,,,,,,,,
,"Crying Game, The","Berry, Dave",,,,,,,,,,,,
,,Boy George,,,,,,,,,,,,
,Crying In The Chapel,"Presley, Elvis",,,,,,,,,,,,
,Crying In The Rain,"Everly Brothers, The",,,,,,,,,,,,
,Crying Lightning,Arctic Monkeys,,,,,,,,,,,,
,Crying My Heart Out,"Skaggs, Ricky",,,,,,,,,,,,
,Over You,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crying On A Suitcase,"James, Casey",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crying Out For Me,Mario,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crystal Ball,Keane,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Styx,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crystal Baller,Third Eye Blind,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crystal Blue Persuasion,"James, Tommy & The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Shondells,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crystal Chandeliers,"Pride, Charley",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crystal Ship,"Doors, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crystalized,The xx,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Crystals,Of Monsters & Men,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cuando Cuando,"Puente, Tito",,,,,,,,,,,,
,,,,,,,,,,,,,,
