,,,,,,,,,,,,,,
,Funny How Love Can Be,Ivy League,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Funny How Time Slips,"Duets/Green, Al  & Lyle",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Away,Lovett,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Future Soon, The","Coulton, Jonathan",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Futures,Jimmy Eat World,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Future's So Bright, I",Timbuk 3,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gotta Wear Shades,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Fuzzy Wuzzy,Children's Songs,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G U Y,Lady GaGa,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G.D.F.R.,Flo Rida & Sage The,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Gemini & Lookas,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G.H.E.T.T.O.U.T.,Changing Faces,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G.I. Blues,"Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,G.T.O.,Ronny & The Daytonas,,,,,,,,,,,,
,,,,,,,,,,,,,,
,G.U.Y.,Lady Gaga,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ga Ga,Melanie C.,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gabriel's Message,Christmas/Sting,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Galaxy Song,"Black, Clint",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Monty Python,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Galileo,"Indigo Girls, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Galileo (Duet Version),"Indigo Girls, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Galvanise,"Chemical Brothers, The",,,,,,,,,,,,
,100facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Gay Bar,Electric 6,,,,,,,,,,,,
,,Electric Six,,,,,,,,,,,,
,GDFR,Flor Rida & Sage the,,,,,,,,,,,,
,,Gemini,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gecko (Overdrive),"Heldens, Oliver & Becky",,,,,,,,,,,,
,,Hill,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gee Officer Krupke!,Musical/West Side Story,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gee Whiz (Look At His,"Thomas, Carla",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Eyes),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gee Whiz It's You,"Richard, Cliff",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Geek In The Pink,"Mraz, Jason",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Geeks Get Girls,American Hi Fi,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Geisha Girl,"Locklin, Hank",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gel,Collective Soul,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gemini Dream,"Moody Blues, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Generation Landslide,"Cooper, Alice",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Generation Love,"McCurdy, Jennette",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Generation Sex,Divine Comedy,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Generator,Bad Religion,,,,,,,,,,,,
,,"Holloways, The",,,,,,,,,,,,
,Genghis Khan,"Snow, Mike",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Genie In A Bottle,"Aguilera, Christina",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Geno,Dexy's Midnight Runners,,,,,,,,,,,,
,Gentle On My Mind,"Band Perry, The",,,,,,,,,,,,
,,"Campbell, Glen",,,,,,,,,,,,
,,"Presley, Elvis",,,,,,,,,,,,
,Gentleman,PSY,,,,,,,,,,,,
,,"Saturdays, The",,,,,,,,,,,,
,Gently Breathe,"Susoreny, Greg",,,,,,,,,,,,
,Genuine,"Orrico, Stacie",,,,,,,,,,,,
,Genuine Rednecks,"Murphy, David Lee",,,,,,,,,,,,
,Get Drunk & Be Georgia,"Johnson, Carolyn Dawn",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Ludacris & Field Mob &,,,,,,,,,,,,
,,Get FreeJamie Foxx,,,,,,,,,,,,
,,"Scaggs, Boz",,,,,,,,,,,,
,Georgia Clay,"Kelley, Josh",,,,,,,,,,,,
,Georgia Mud,"Smith, Joanna",,,,,,,,,,,,
,Georgia On My Mind,"Bolton, Michael",,,,,,,,,,,,
,,"Charles, Ray",,,,,,,,,,,,
,Georgia Peaches,"Alaina, Lauren",,,,,,,,,,,,
,Georgia Rain,"Yearwood, Trisha",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Georgie Porgie,Children's Songs,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Georgy Girl,"Seekers, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Germ Free Adolescent,X-Ray Specs,,,,,,,,,,,,
,,,,,,,,,,,,,,
,German,EO,,,,,,,,,,,,
,101facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Get It On Tonight,"Jordan, Montell",,,,,,,,,,,,
,Get It Over With,Rihanna,,,,,,,,,,,,
,Get It Poppin',Fat Joe & Nelly,,,,,,,,,,,,
,Get It Right Next Time,"Rafferty, Gerry",,,,,,,,,,,,
,Get It Started,Pitbull & Shakira,,,,,,,,,,,,
,Get Like Me,"Banner, David & Chris",,,,,,,,,,,,
,,Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Nelly & Nicki Minaj &,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Pharrell,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Low,Lil' Jon & The East Side,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Boyz,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Lucky,Daft Punk,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Pharrell,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Mama A House,Teddybears & B.o.B,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Me Outa Here,Jet,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Me Some Of That,"Rhett, Thomas",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Me To The Church,Musical/My Fair Lady,,,,,,,,,,,,
,,,,,,,,,,,,,,
,On Time,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Money,Junior M.A.F.I.A. ft.,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Notorious B.I.G.,,,,,,,,,,,,
,Ciara & ChamillionaireGet My Drink On,"Keith, Toby",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get No Better,Cassidy & Mashonda,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Off Of My Cloud,"Rolling Stones, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Off On The Pain,"Allan, Gary",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get On Up,"Esquires, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get On Your Boots,U2,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get On Your Feet,"Estefan, Gloria",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Out,Chvrches,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Out My Head,Redlight,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Out Of This House,"Colvin, Shawn",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Out Of Your Lazy,"Bianco, Matt",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Bed,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Get Outta My Dreams,","Ocean, Billy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Into My Car,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Outta My Way,Carolina Rain,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Minogue, Kylie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Over It,"Eagles, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,McBusted,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,OK Go,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Over You,"Ellis-Bextor, Sophie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Over Yourself,SheDaisy,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Ready,"Temptations, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Ready for It,Take That,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Rhythm,"Cash, Johnny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Get Right,"Lopez, Jennifer",,,,,,,,,,,,
,,,,,,,,,,,,,,
,102facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Gettin' Warmed Up (Inst),"Aldean, Jason",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gettin' You Home (The,"Young, Chris",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Black Dress Song),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Getting Away With It,Electronic,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Getting Away With,Papa Roach,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Murder,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Getting Better All The,"Beatles, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Time,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Getting Enough,Lil' Chris,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Getting Over You,Lauv,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Getting There,"Clark, Terri",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Getting To Know You,"Musical/King & I, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghetto Child,Detroit Spinners,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghetto Dreams,Common & Nas,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghetto Superstar,"Michael, Pras, ODB & Mya",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghost,"Henderson, Ella",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghost In The House,Shenandoah,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghost of Tom Joad,"Springsteen, Bruce",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghost Of You & Me,BBMak,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Ghost Of You, The",My Chemical Romance,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghost Riders In The Sky,"Cash, Johnny",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Monroe, Vaughn",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Outlaws, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Sons Of The Pioneers,",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,The,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghost Town,"Lambert, Adam",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Owen, Jake",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Specials, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghostbusters,"Parker, Ray Jr.",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghostface Killers,21 Savage & Offset,,,,,,,,,,,,
,,&Metro Boomin & Travis,,,,,,,,,,,,
,,Scott,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Ghosts of Beverly Drive,",Death Cab for Cutie,,,,,,,,,,,,
,,,,,,,,,,,,,,
,The,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghosts That We Knew,Mumford & Sons,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ghosttown,Madonna,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gia Pes Mou Ti Sou,Greek Favorites,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ekana,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Giant In My Heart,Kiesza,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Giddy On Up,"Bundy, Laura Bell",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Giddy Up,Nsync,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Giddy Up A Ding Dong,"Bell, Freddy & The Bell",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Boys,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Gift Of Love, The","Midler, Bette",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Gift, The","Christmas/Brooks, Garth",,,,,,,,,,,,
,,,,,,,,,,,,,,
,103facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Girl Don't Come,"Shaw, Sandie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Girl From Ipanema, The","Gilberto, Astrud & Stan",,,,,,,,,,,,
,,Getz,,,,,,,,,,,,
,,"Sinatra, Frank",,,,,,,,,,,,
,Girl From Mars,SoonAsh,,,,,,,,,,,,
,Girl From The Gutter,Kina,,,,,,,,,,,,
,GirlfriendGirl Gone Wild,Madonna,,,,,,,,,,,,
,Girl Happy,"Presley, Elvis",,,,,,,,,,,,
,"Girl I Never Loved, The","Christine & The Queens & Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Girl I Used To Know, A","Jones, George",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl I'm Gonna Miss You,Milli Vanilli,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl In A Country Song,Maddie & Tae,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl In Pieces,"White, Drake",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl In Pieces (Inst),"White, Drake",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl In The Mirror,"Spears, Britney",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl In The Moon,Darius,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Girl Is Mine, The",99 Souls & Destiny's Child,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,& Brandy,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Duets/Jackson, Michael &",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Paul McCartney,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Like You,"Aldean, Jason",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Girl Like You, A","Collins, Edwyn",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Rascals, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Smithereens, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Next Door,"Roberts, Julie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Saving Jane,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Of Mine,"Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Of My Best Friend,"Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl On Fire,"Keys, Alicia",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Keys, Alicia & Nicki Minaj",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl On Fire (inferno,"Keys, Alicia feat Nicki",,,,,,,,,,,,
,,,,,,,,,,,,,,
,version),Minaj,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl On Fire (Inferno,"Keys, Alicia & Nicki Minaj",,,,,,,,,,,,
,Version),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl On The Billboard,"Reeves, Del",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Road Hammers, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl On TV,LFO,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Talk,TLC,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Thang,"Duets/Wynette, Tammy &",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Wynonna,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl To Change Your,"Youmans, Heather",,,,,,,,,,,,
,World,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Tonite,Twista & Trey Songz,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl U Want,Devo,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl Watcher,"O'Kaysions, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,104facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Girls Like You,"Aldean, Jason",,,,,,,,,,,,
,(Instrumental),,,,,,,,,,,,,
,Girls Night Out,Alda,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girl's Night Out,"Judds, The",,,,,,,,,,,,
,Madonna feat. Nicki Minaj Girls Not Grey,A.F.I.,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girls Of Summer,Aerosmith,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Girls Of Summer, The","McCoy, Neal",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girls On Film,Duran Duran,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girls Talk Boys,5 Seconds Of Summer,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Girls Up,Belle Amie,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Girls, Girls, Girls",Jay-Z,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Motley Crue,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Presley, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Girls, The","Harris, Calvin",,,,,,,,,,,,
,Give A Little,Hanson,,,,,,,,,,,,
,Give A Little Bit,Goo Goo Dolls,,,,,,,,,,,,
,,Supertramp,,,,,,,,,,,,
,Give A Little Love,"Bay City Rollers, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Judds, The",,,,,,,,,,,,
,Give A Little More,Maroon 5,,,,,,,,,,,,
,Give A Little Whistle,Musical/Pinocchio,,,,,,,,,,,,
,Give It 2 Me,Madonna,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give It 2 U,"Thicke, Robin & Kendrick",,,,,,,,,,,,
,,Lamar,,,,,,,,,,,,
,ChanceGive It All We Got,"Strait, George",,,,,,,,,,,,
,Tonight,,,,,,,,,,,,,
,Give It Away,Deepest Blue,,,,,,,,,,,,
,,Red Hot Chili Peppers,,,,,,,,,,,,
,,"Strait, George",,,,,,,,,,,,
,Give It To Me,Timbaland & Nelly Furtado,,,,,,,,,,,,
,,& Justin Timberlake,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give It To Me Baby,"James, Rick",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give It To Me Straight,"Currington, Billy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give It To You,"Knight, Jordan",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give It Up,K.C. & The Sunshine Band,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Public Enemy,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Sykes, Nathan & G Eazy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give It Up Or Let Me Go,"Raitt, Bonnie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give It Up To Me,"Paul, Sean",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give Me A Little Love,"Irish Songs/O'Donnell,",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Daniel,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give Me A Little More,Gabrielle,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Time,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Give Me A Reason,"Anthony, Marc",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Corrs, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,105facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Give Your Heart A Break,"Lovato, Demi",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Given To Fly,Pearl Jam,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Giver, The (Reprise)","Dumont, Duke",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gives You Hell,All-American Rejects,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Musical/Glee,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Givin' It Up For Your,"McClinton, Delbert",,,,,,,,,,,,
,Love,,,,,,,,,,,,,
,Givin' Me A Rush,Tyra B,,,,,,,,,,,,
,Givin' Water To A,"Peguero, J.Parnell, Lee Roy",,,,,,,,,,,,
,Drowning Man,,,,,,,,,,,,,
,Giving Him Something,En Vogue,,,,,,,,,,,,
,He Can Feel,,,,,,,,,,,,,
,Giving It All Away,"Daltry, Roger",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Giving Myself,"Hudson, Jennifer",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Giving Up the Gun,Vampire Weekend,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Giving You The Best,"Baker, Anita",,,,,,,,,,,,
,That I Got,,,,,,,,,,,,,
,"Go Away, No Wait A Giving You Up","Minogue, Kylie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glad All Over,"Dave Clark Five, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glad You Came,"Wanted, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glam Slam,Prince,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glamorous,Fergie & Ludacris,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Glamorous Life, The",Sheila E,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glass,Thompson Square,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glass Of Champagne,Sailor,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glass Onion,"Beatles, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glitter & Gold,"Ferguson, Rebecca",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glitter In The Air,Pink,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glitterball,Sigma & Ella Henderson,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gloomy Sunday,"Holiday, Billie",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Gloria,"Branigan, Laura",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Morrison, Van",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Shadows Of Knight, The",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Them,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glorious,Foxes,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Johnson, Andreas",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Macklemore & Skylar Grey,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glory,Common & John Legend,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glory Box,Portishead,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glory Days,Just Jack,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Springsteen, Bruce",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Glory Of Life, The",Rascal Flatts,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Glory Of Love,"Cetera, Peter",,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Glory Of Love, The","Durante, Jimmy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Midler, Bette",,,,,,,,,,,,
,106facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Go West,"Pet Shop Boys, The",,,,,,,,,,,,
,Go Wild In The Country,Bow Wow Wow,,,,,,,,,,,,
,Go With Her,"Keith, Toby",,,,,,,,,,,,
,,,,,,,,,,,,,,
,Go With The Flow,Queens Of The Stone Age,,,,,,,,,,,,
,"Beach Boys, TheGo Your Own Way",Fleetwood Mac,,,,,,,,,,,,
,ColdplayGo!,Common,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God,"Amos, Tori",,,,,,,,,,,,
,,,,,,,,,,,,,,
,God & Satan,"Clyro, Biffy",,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Am (Goddamn),Alice In Chains,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Be With You 'Til We,Christian,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Meet Again,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Bless America,"Dion, Celine",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Rimes, LeAnn",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Smith, Kate",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Standards/Patriotic,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Bless America/We,Standards/Patriotic,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Will Rock U/We Are,,,,,,,,,,,,,
,God's PlanChampions,,,,,,,,,,,,,
,God's Plan (clean)God Bless The Child,"Blood, Sweat & Tears",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Holiday, Billie",,,,,,,,,,,,
,,"Godspeed (Sweet Twain, Shania",,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Bless The USA,"Greenwood, Lee",,,,,,,,,,,,
,Blue Oyster CultGod Blessed Texas,Little Texas,,,,,,,,,,,,
,"Montgomery, John MichaelGod Gave Me Everything","Jagger, Mick",,,,,,,,,,,,
,"Springfield, DustyGod Gave Me You","Shelton, Blake",,,,,,,,,,,,
,NatalieGod Gave Rock & Roll,Kiss,,,,,,,,,,,,
,To You,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Give Me Strength,"Costello, Elvis",,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Help The Outcasts,"Musical/Little Mermaid,",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,The,,,,,,,,,,,,
,God In Me,Goin' Down HillChristian/Mary Mary &,,,,,,,,,,,,
,,Kierra Sheard,,,,,,,,,,,,
,God Is A Bullet,Concrete Blonde,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Is A DJ,Pink,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Is A Woman,"Grande, Ariana",,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Is Good To Me,Christian/Children's Songs,,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Knows I'm Good,"Bowie, David",,,,,,,,,,,,
,,,,,,,,,,,,,,
,God Love Her,"Keith, Toby",,,,,,,,,,,,
,God Made Girls,Going Away To CollegeRaelynn,,,,,,,,,,,,
,God Must Be Busy,Going Back To CaliBrooks & Dunn,,,,,,,,,,,,
,God Must Have Spent A,Alabama,,,,,,,,,,,,
,Little More Time On You,,,,,,,,,,,,,
,,Nsync,,,,,,,,,,,,
,God Must Really Love,"LiverpoolMorgan, Craig",,,,,,,,,,,,
,Me,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,107facebook.com/excessskaraoke,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Song Title,Artist,,,,,,,,,,,,
,Going On Later On,"Chesnutt, Mark",,,,,,,,,,,,
,Going Out Of My Head,Little Anthony & The,,,,,,,,,,,,
